genre,metascore,movie,rate,time,votes,year
"
Drama, Thriller            ",61,Seom,7.0,90 min,11261,(2000)
"
Animation, Action, Horror            ",44,Blood: The Last Vampire,6.7,48 min,11041,(2000)
"
Comedy, Drama            ",33,Hanging Up,4.8,94 min,10991,(2000)
"
Horror, Thriller            ",33,Anatomie,6.1,103 min,10812,(2000)
"
Drama, Mystery            ",92,Werckmeister harmóniák,8.2,145 min,10555,(2000)
"
Adventure, Comedy, Family            ",34,Snow Day,5.0,89 min,10321,(2000)
"
Drama            ",74,Code inconnu: Récit incomplet de divers voyages,7.2,118 min,10038,(2000)
"
Comedy, Drama, Romance            ",25,The Next Best Thing,4.7,108 min,10024,(2000)
"
Drama, Horror, Thriller            ",16,Lost Souls,4.8,97 min,9907,(2000)
"
Action, Comedy, Crime            ",39,Bait,5.8,119 min,9799,(2000)
"
Animation, Adventure, Comedy            ",62,Rugrats in Paris: The Movie - Rugrats II,6.2,78 min,9537,(2000)
"
Comedy, Drama, Music            ",50,Bamboozled,6.5,135 min,9283,(2000)
"
Comedy, Fantasy, Romance            ",41,Woman on Top,5.3,92 min,9275,(2000)
"
Comedy, Crime            ",31,Lucky Numbers,5.0,105 min,9180,(2000)
"
Comedy, Drama, Mystery            ",75,"Harry, un ami qui vous veut du bien",7.2,117 min,8983,(2000)
"
Comedy, Romance            ",60,Happy Accidents,7.3,110 min,8914,(2000)
"
Comedy, Romance            ",68,101 Reykjavík,6.9,88 min,8817,(2000)
"
Comedy, Drama, Romance            ",20,Whatever It Takes,5.5,94 min,8777,(2000)
"
Drama, Sport            ",70,Girlfight,6.8,110 min,8716,(2000)
"
Comedy, Drama, Music            ",40,Duets,6.0,112 min,8661,(2000)
"
Comedy, Sci-Fi            ",41,What Planet Are You From?,5.6,105 min,8617,(2000)
"
Drama, Romance, Thriller            ",70,Hamlet,6.0,112 min,8574,(2000)
"
Comedy, Romance            ",68,Pane e tulipani,7.4,114 min,8411,(2000)
"
Adventure, Comedy, Family            ",45,The Little Vampire,5.8,95 min,8399,(2000)
"
Action, Drama, Fantasy            ",22,Left Behind,4.6,96 min,8323,(2000 Video)
"
Comedy, Drama, Romance            ",78,Le goût des autres,7.3,112 min,8309,(2000)
"
Crime, Drama, Mystery            ",45,The Weight of Water,5.9,113 min,8302,(2000)
"
Drama, Romance            ",25,Here on Earth,5.1,96 min,7825,(2000)
"
Comedy, Crime, Drama            ",77,Panic,6.8,88 min,7600,(2000)
"
Comedy, Crime            ",7,Screwed,5.7,81 min,7488,(2000)
"
Drama, Mystery            ",86,Sous le sable,7.2,92 min,7345,(2000)
"
Comedy, Drama, Romance            ",70,The Tao of Steve,6.7,87 min,7048,(2000)
"
Drama            ",82,George Washington,7.4,89 min,6976,(2000)
"
Biography, Drama, Romance            ",44,Vatel,6.6,103 min,6823,(2000)
"
Romance, Drama            ",78,The House of Mirth,7.1,135 min,6749,(2000)
"
Comedy, Drama, Romance            ",51,The Broken Hearts Club: A Romantic Comedy,7.0,94 min,6570,(2000)
"
Drama, Horror            ",62,Uzumaki,6.2,90 min,6490,(2000)
"
Comedy, Crime, Romance            ",42,Gun Shy,5.7,101 min,6416,(2000)
"
Drama, Mystery, Romance            ",59,Waking the Dead,6.6,105 min,6310,(2000)
"
Drama, Romance            ",65,Timecode,6.2,97 min,6162,(2000)
"
Drama, Romance            ",76,Things You Can Tell Just by Looking at Her,6.5,109 min,6158,(2000)
"
Drama, War            ",78,Zamani barayé masti asbha,7.7,80 min,6119,(2000)
"
Comedy, Romance            ",64,About Adam,5.9,97 min,6052,(2000)
"
Documentary            ",75,Dark Days,7.8,82 min,5937,(2000)
"
Animation, Action, Adventure            ",20,Digimon: The Movie,6.0,82 min,5931,(2000)
"
Comedy, Drama, War            ",70,Guizi lai le,8.3,139 min,5763,(2000)
"
Drama, Romance, War            ",49,Harrison's Flowers,7.1,130 min,5719,(2000)
"
Comedy, Drama, Romance            ",59,Krámpack,6.8,91 min,5662,(2000)
"
Crime, Drama, Romance            ",68,Plata quemada,7.2,125 min,5646,(2000)
"
Drama, Romance, Western            ",62,The Claim,6.5,120 min,5622,(2000)
"
Comedy, Drama, Romance            ",71,Tadpole,6.2,78 min,5424,(2000)
"
Comedy, Drama, Romance            ",73,Gouttes d'eau sur pierres brûlantes,6.9,82 min,5395,(2000)
"
Animation, Comedy, Drama            ",74,Otesánek,7.4,132 min,5335,(2000)
"
Drama            ",70,El Bola,7.3,88 min,5317,(2000)
"
Comedy, Romance            ",46,Maybe Baby,5.7,104 min,5262,(2000)
"
Documentary, Biography, Music            ",82,The Filth and the Fury,7.7,108 min,5213,(2000)
"
Drama            ",85,Dayereh,7.5,90 min,5107,(2000)
"
Drama, History, Romance            ",73,La veuve de Saint-Pierre,7.3,112 min,5038,(2000)
"
Comedy, Crime, Romance            ",46,Greenfingers,6.9,91 min,4994,(2000)
"
Comedy, Horror, Mystery            ",42,Psycho Beach Party,6.3,95 min,4977,(2000)
"
Comedy, Documentary            ",76,The Original Kings of Comedy,6.7,115 min,4946,(2000)
"
Drama            ",57,Bread and Roses,7.1,110 min,4902,(2000)
"
Comedy, Drama            ",76,Chuck & Buck,6.6,96 min,4897,(2000)
"
Comedy, Romance, Drama            ",44,Love & Sex,6.2,82 min,4882,(2000)
"
Drama, Comedy, Crime            ",49,Where the Money Is,6.3,89 min,4852,(2000)
"
Comedy, Crime            ",23,"Love, Honour and Obey",6.5,103 min,4717,(2000)
"
Biography, Crime, Drama            ",42,In the Light of the Moon,5.6,89 min,4704,(2000)
"
Documentary            ",83,Les glaneurs et la glaneuse,7.7,82 min,4590,(2000)
"
Action, Comedy, Fantasy            ",41,Citizen Toxie: The Toxic Avenger IV,6.3,109 min,4579,(2000)
"
Crime, Drama, Romance            ",79,Dinner Rush,7.3,99 min,4574,(2000)
"
Comedy, Drama, War            ",69,Musíme si pomáhat,7.8,120 min,4506,(2000)
"
Drama, Romance            ",68,Presque rien,6.7,98 min,4494,(2000)
"
Crime, Drama, Mystery            ",82,Merci pour le chocolat,6.7,101 min,4248,(2000)
"
Crime, Comedy            ",37,The Crew,5.6,88 min,4241,(2000)
"
Romance, Comedy, Musical            ",35,Love's Labour's Lost,6.1,93 min,4088,(2000)
"
Drama            ",66,Maelström,7.1,87 min,4047,(2000)
"
Adventure, Drama, Romance            ",33,I Dreamed of Africa,5.6,114 min,4033,(2000)
"
Drama, Romance            ",64,The Luzhin Defence,6.9,109 min,3991,(2000)
"
Drama, Romance            ",62,The Golden Bowl,6.0,130 min,3973,(2000)
"
Action, Crime, Drama            ",60,Shun liu ni liu,6.9,113 min,3922,(2000)
"
Drama, Mystery, Thriller            ",14,The In Crowd,4.6,105 min,3916,(2000)
"
Drama, Music            ",54,Groove,6.5,86 min,3773,(2000)
"
Comedy, Romance            ",10,Whipped,4.4,82 min,3766,(2000)
"
Crime, Drama, Thriller            ",5,Vulgar,5.3,87 min,3751,(2000)
"
Comedy, Drama, Romance            ",59,Big Eden,7.4,118 min,3681,(2000)
"
Comedy, Drama, Romance            ",59,Le battement d'ailes du papillon,6.9,90 min,3674,(2000)
"
Comedy, Drama, Romance            ",63,Xing fu shi guang,7.5,102 min,3645,(2000)
"
Comedy            ",66,Flandersui gae,7.1,110 min,3574,(2000)
"
Drama, Romance            ",76,Suzhou he,7.5,83 min,3558,(2000)
"
Crime, Drama, Romance            ",73,La virgen de los sicarios,6.9,101 min,3457,(2000)
"
Drama, Comedy            ",23,Beautiful,5.4,112 min,3439,(2000)
"
Comedy, Drama            ",44,Committed,5.2,98 min,3439,(I) (2000)
"
Drama, Mystery            ",41,Dancing at the Blue Iguana,5.8,123 min,3411,(2000)
"
Action, Crime, Romance            ",45,Bangkok Dangerous,6.6,105 min,3306,(2000)
"
Comedy, Drama            ",40,How to Kill Your Neighbor's Dog,7.0,107 min,3296,(2000)
"
Drama            ",72,Mùa hè chieu thang dung,7.2,112 min,3287,(2000)
"
Adventure, Comedy, Drama            ",19,Thomas and the Magic Railroad,3.8,85 min,3274,(2000)
"
Comedy, Thriller, Crime            ",40,Beautiful Creatures,5.9,86 min,3228,(2000)
"
Adventure, Animation, Drama            ",50,Escaflowne,6.8,98 min,3094,(2000)
"
Drama, Romance            ",79,Trolösa,7.5,155 min,3013,(2000)
"
Drama, Music            ",63,Songcatcher,7.2,109 min,3012,(2000)
"
Drama            ",78,Yurîka,7.9,217 min,3004,(2000)
"
Comedy, Drama, Music            ",60,Iedereen beroemd!,7.0,97 min,2966,(2000)
"
Drama, Mystery, Romance            ",28,Passion of Mind,5.6,105 min,2936,(2000)
"
Drama, Thriller            ",32,Crime + Punishment in Suburbia,5.9,100 min,2828,(2000)
"
Drama            ",73,Urbania,7.0,103 min,2822,(2000)
"
Drama            ",78,Aberdeen,7.2,113 min,2814,(2000)
"
Comedy            ",11,3 Strikes,4.5,82 min,2728,(2000)
"
Comedy, Romance            ",47,Sordid Lives,6.8,111 min,2597,(2000)
"
Drama            ",36,O Fantasma,5.6,87 min,2553,(2000)
"
Action, Comedy, Romance            ",69,Fah talai jone,7.0,110 min,2492,(2000)
"
Drama, Romance            ",57,Up at the Villa,6.0,115 min,2472,(2000)
"
Comedy            ",33,Samotári,7.7,103 min,2462,(2000)
"
Musical, Drama            ",64,Vengo,7.2,90 min,2405,(2000)
"
Drama            ",74,Liam,7.0,90 min,2358,(2000)
"
Comedy, Drama, Romance            ",57,What's Cooking?,7.1,109 min,2327,(2000)
"
Drama, Crime            ",55,"Ali Zaoua, prince de la rue",7.5,99 min,2280,(2000)
"
Drama, War            ",64,Takhté siah,7.0,88 min,2250,(2000)
"
Drama, Romance            ",47,Borstal Boy,6.8,91 min,2166,(2000)
"
Crime, Drama, Thriller            ",47,Hyôryû-gai,6.4,103 min,2164,(2000)
"
Comedy, Drama            ",51,Pantaleón y las visitadoras,7.2,137 min,2139,(2000)
"
Biography, Comedy, Drama            ",34,Isn't She Great,5.4,95 min,2126,(2000)
"
Biography, Drama, Romance            ",36,Steal This Movie,6.4,107 min,2110,(2000)
"
Adventure, Drama, Fantasy            ",92,The Lord of the Rings: The Fellowship of the Ring,8.8,178 min,1432585,(2001)
"
Biography, Drama            ",72,A Beautiful Mind,8.2,135 min,731613,(2001)
"
Animation, Adventure, Comedy            ",78,"Monsters, Inc.",8.1,92 min,699972,(2001)
"
Drama, Sci-Fi, Thriller            ",88,Donnie Darko,8.1,113 min,672023,(2001)
"
Comedy, Romance            ",69,Amélie,8.3,122 min,624008,(2001)
"
Adventure, Family, Fantasy            ",64,Harry Potter and the Sorcerer's Stone,7.6,152 min,533393,(2001)
"
Animation, Adventure, Comedy            ",84,Shrek,7.9,90 min,532651,(2001)
"
Animation, Adventure, Family            ",96,Sen to Chihiro no kamikakushi,8.6,125 min,520586,(2001)
"
Crime, Thriller            ",74,Ocean's Eleven,7.8,116 min,456548,(2001)
"
Crime, Drama, Thriller            ",69,Training Day,7.7,122 min,343033,(2001)
"
Drama, History, War            ",74,Black Hawk Down,7.7,144 min,327087,(2001)
"
Action, Crime, Thriller            ",58,The Fast and the Furious,6.7,106 min,308515,(2001)
"
Horror, Mystery, Thriller            ",74,The Others,7.6,101 min,302829,(2001)
"
Action, Drama, History            ",44,Pearl Harbor,6.1,183 min,283877,(2001)
"
Drama, Mystery, Thriller            ",83,Mulholland Dr.,8.0,147 min,278086,(2001)
"
Action, Adventure, Fantasy            ",48,The Mummy Returns,6.3,130 min,274238,(2001)
"
Adventure, Drama, Sci-Fi            ",65,Artificial Intelligence: AI,7.1,146 min,266633,(2001)
"
Action, Adventure, Sci-Fi            ",42,Jurassic Park III,5.9,92 min,257612,(2001)
"
Drama, Musical, Romance            ",66,Moulin Rouge!,7.6,127 min,245372,(2001)
"
Comedy, Drama            ",76,The Royal Tenenbaums,7.7,110 min,236979,(2001)
"
Crime, Drama, Thriller            ",57,Hannibal,6.8,131 min,229355,(2001)
"
Fantasy, Mystery, Romance            ",45,Vanilla Sky,6.9,136 min,227030,(2001)
"
Comedy            ",61,Zoolander,6.6,90 min,223808,(2001)
"
Comedy            ",43,American Pie 2,6.4,108 min,218812,(2001)
"
Biography, Crime, Drama            ",52,Blow,7.6,124 min,217765,(2001)
"
Drama, History, War            ",53,Enemy at the Gates,7.6,131 min,215585,(2001)
"
Comedy, Drama, Romance            ",66,Bridget Jones's Diary,6.7,97 min,197521,(2001)
"
Action, Adventure, Sci-Fi            ",50,Planet of the Apes,5.7,119 min,196642,(2001)
"
Action, Adventure, Fantasy            ",33,Lara Croft: Tomb Raider,5.8,100 min,179293,(2001)
"
Action, Comedy, Crime            ",48,Rush Hour 2,6.6,90 min,178735,(2001)
"
Action, Crime, Thriller            ",32,Swordfish,6.5,99 min,165767,(2001)
"
Drama, Sci-Fi            ",49,K-PAX,7.4,120 min,163465,(2001)
"
Comedy, Romance            ",59,Legally Blonde,6.2,96 min,154522,(2001)
"
Action, Adventure, Romance            ",56,A Knight's Tale,6.9,132 min,152086,(2001)
"
Comedy            ",51,Jay and Silent Bob Strike Back,6.9,104 min,137734,(2001)
"
Horror, Mystery, Thriller            ",54,From Hell,6.8,122 min,135844,(2001)
"
Comedy            ",29,Scary Movie 2,5.3,83 min,133450,(2001)
"
Drama            ",28,I Am Sam,7.6,132 min,132621,(2001)
"
Action, Crime, Thriller            ",63,Spy Game,7.1,126 min,131434,(2001)
"
Comedy, Drama, Fantasy            ",48,Shallow Hal,5.9,114 min,118194,(2001)
"
Comedy, Family, Romance            ",52,The Princess Diaries,6.3,111 min,110463,(2001)
"
Crime, Drama, Thriller            ",71,The Score,6.8,124 min,110207,(2001)
"
Comedy, Sci-Fi            ",40,Evolution,6.1,101 min,110058,(2001)
"
Comedy, Drama            ",88,Ghost World,7.4,111 min,104561,(2001)
"
Adventure, Comedy, Drama            ",88,Y tu mamá también,7.7,106 min,101909,(2001)
"
Adventure, Comedy            ",52,Rat Race,6.4,112 min,100166,(2001)
"
Horror, Mystery            ",49,Jeepers Creepers,6.2,90 min,99508,(2001)
"
Action, Adventure, Comedy            ",71,Spy Kids,5.5,88 min,95337,(2001)
"
Comedy, Romance            ",52,Serendipity,6.9,90 min,95196,(2001)
"
Adventure, Comedy, Crime            ",43,The Mexican,6.1,123 min,94638,(2001)
"
Crime, Drama            ",73,The Man Who Wasn't There,7.6,116 min,94355,(2001)
"
Action, Drama, Thriller            ",49,Behind Enemy Lines,6.4,106 min,92892,(2001)
"
Adventure, Drama, Musical            ",84,Lagaan: Once Upon a Time in India,8.1,224 min,88158,(2001)
"
Comedy            ",32,Not Another Teen Movie,5.7,89 min,87903,(2001)
"
Comedy, Crime, Mystery            ",48,Super Troopers,7.1,100 min,87693,(2001)
"
Animation, Action, Adventure            ",52,Atlantis: The Lost Empire,6.8,95 min,87329,(2001)
"
Biography, Drama, Sport            ",65,Ali,6.8,157 min,85738,(2001)
"
Drama, Thriller            ",60,Das Experiment,7.7,120 min,85358,(2001)
"
Action, Sci-Fi, Thriller            ",25,The One,5.9,87 min,83637,(2001)
"
Drama, Romance            ",27,Sweet November,6.7,119 min,77665,(2001)
"
Drama, Romance            ",69,Monster's Ball,7.1,111 min,76810,(2001)
"
Animation, Action, Adventure            ",49,Final Fantasy: The Spirits Within,6.4,106 min,76783,(2001)
"
Comedy, Fantasy, Romance            ",44,Kate & Leopold,6.4,118 min,71739,(2001)
"
Horror            ",30,Thir13en Ghosts,5.6,91 min,71637,(2001)
"
Comedy, Drama, Mystery            ",90,Gosford Park,7.3,131 min,71149,(2001)
"
Crime, Drama, Thriller            ",64,Frailty,7.3,100 min,68655,(2001)
"
Comedy, Romance            ",33,The Wedding Planner,5.3,103 min,68421,(2001)
"
Drama, Thriller            ",42,Along Came a Spider,6.3,104 min,65805,(2001)
"
Action, Comedy, Sport            ",68,Siu Lam juk kau,7.3,113 min,65509,(2001)
"
Action, Drama, Thriller            ",43,The Last Castle,6.9,131 min,62707,(2001)
"
Comedy, Crime, Drama            ",60,Bandits,6.5,123 min,61015,(2001)
"
Mystery, Thriller            ",75,Joy Ride,6.6,97 min,58456,(2001)
"
Action, Adventure, Drama            ",57,Le pacte des loups,7.1,142 min,56955,(2001)
"
Action, Crime, Drama            ",58,Kiss of the Dragon,6.6,98 min,56839,(2001)
"
Animation, Drama, Fantasy            ",82,Waking Life,7.8,99 min,55332,(2001)
"
Drama, Horror            ",78,El espinazo del diablo,7.5,106 min,55040,(2001)
"
Drama, Music, Romance            ",53,Save the Last Dance,6.2,112 min,52580,(2001)
"
Comedy, Sci-Fi            ",43,The Animal,4.8,84 min,51997,(2001)
"
Action, Comedy, Family            ",47,Cats & Dogs,5.1,87 min,51216,(2001)
"
Comedy, Romance            ",44,America's Sweethearts,5.7,102 min,51095,(2001)
"
Drama, Mystery, Romance            ",33,Original Sin,6.0,116 min,49107,(2001)
"
Drama, Romance            ",27,The Majestic,6.9,152 min,48585,(2001)
"
Horror, Mystery            ",58,Session 9,6.5,100 min,48407,(2001)
"
Comedy, Fantasy            ",29,How High,6.3,93 min,48257,(2001)
"
Comedy, Romance            ",42,Wet Hot American Summer,6.7,97 min,47858,(2001)
"
Crime, Drama, Mystery            ",71,The Pledge,6.8,124 min,47853,(I) (2001)
"
Comedy, Crime, Romance            ",47,Heartbreakers,6.2,123 min,47588,(2001)
"
Action, Comedy, Crime            ",55,Koroshiya 1,7.1,129 min,47039,(2001)
"
Action, Horror, Sci-Fi            ",35,Ghosts of Mars,4.9,98 min,46822,(2001)
"
Drama            ",79,La pianiste,7.5,131 min,46708,(2001)
"
Adventure, Comedy, Drama            ",20,Joe Dirt,5.9,91 min,46028,(2001)
"
Action, Crime, Drama            ",34,15 Minutes,6.1,120 min,45541,(2001)
"
Action, Comedy, Crime            ",23,The 51st State,6.3,93 min,45235,(2001)
"
Drama, Mystery, Thriller            ",38,Don't Say a Word,6.3,113 min,44400,(2001)
"
Action, Horror, Sci-Fi            ",25,Jason X,4.4,91 min,44291,(2001)
"
Comedy            ",13,Freddy Got Fingered,4.5,87 min,42674,(2001)
"
Drama            ",45,Life as a House,7.5,125 min,41157,(2001)
"
Drama, War            ",84,No Man's Land,8.0,98 min,40958,(I) (2001)
"
Action, Comedy, Crime            ",21,3000 Miles to Graceland,5.9,125 min,40852,(2001)
"
Comedy, Family, Fantasy            ",49,Dr. Dolittle 2,4.7,87 min,37873,(2001)
"
Drama, Music            ",54,Rock Star,6.2,105 min,37722,(2001)
"
Animation, Action, Crime            ",61,Cowboy Bebop: Tengoku no tobira,7.9,115 min,37160,(2001)
"
Action, Drama, Sport            ",29,Driven,4.6,116 min,36698,(2001)
"
Comedy, Crime, Romance            ",22,Saving Silverman,5.9,90 min,35868,(2001)
"
Comedy, Crime, Mystery            ",52,The Curse of the Jade Scorpion,6.8,103 min,34928,(2001)
"
Crime, Drama            ",86,In the Bedroom,7.4,130 min,34661,(2001)
"
Adventure, Comedy, Fantasy            ",32,Black Knight,4.8,95 min,34329,(2001)
"
Drama            ",75,The Believer,7.2,98 min,33613,(2001)
"
Drama, Mystery            ",55,Hearts in Atlantis,6.9,101 min,33197,(2001)
"
Action, Drama, Comedy            ",53,Wasabi,6.7,94 min,33074,(2001)
"
Comedy, Crime, Drama            ",45,Mean Machine,6.5,99 min,32350,(2001)
"
Drama, Romance            ",65,Lucía y el sexo,7.2,128 min,32201,(2001)
"
Biography, Crime, Drama            ",45,Bully,7.0,108 min,31661,(2001)
"
Drama, Music, Romance            ",36,Captain Corelli's Mandolin,5.9,131 min,30380,(2001)
"
Drama            ",47,The Shipping News,6.8,111 min,30366,(2001)
"
Action, Crime, Drama            ",66,Heist,6.5,109 min,30269,(2001)
"
Action, Comedy, Crime            ",39,Exit Wounds,5.5,101 min,29562,(2001)
"
Comedy, Drama, Music            ",85,Hedwig and the Angry Inch,7.8,95 min,28656,(2001)
"
Animation, Action, Adventure            ",57,Osmosis Jones,6.3,95 min,28541,(2001)
"
Crime, Drama, Mystery            ",34,The Glass House,5.8,106 min,28230,(2001)
"
Adventure, Comedy, Romance            ",41,Bubble Boy,5.6,84 min,27773,(2001)
"
Animation, Action, Adventure            ",65,Jimmy Neutron: Boy Genius,6.0,82 min,27146,(2001)
"
Comedy, Crime            ",46,One Night at McCool's,6.1,93 min,27082,(2001)
"
Action, Crime, Drama            ",31,Antitrust,6.1,105 min,26960,(2001)
"
Comedy, Drama, Thriller            ",66,The Tailor of Panama,6.2,109 min,25771,(2001)
"
Drama, Sport            ",48,Hard Ball,6.4,106 min,25442,(2001)
"
Biography, Comedy, Drama            ",43,Riding in Cars with Boys,6.5,132 min,24640,(2001)
"
Comedy, Crime, Thriller            ",51,Birthday Girl,6.1,93 min,22905,(2001)
"
Crime, Mystery, Thriller            ",29,Domestic Disturbance,5.5,89 min,22826,(2001)
"
Drama, Romance            ",61,Crazy/Beautiful,6.5,99 min,22640,(2001)
"
Horror, Mystery, Thriller            ",18,Valentine,4.8,96 min,22235,(2001)
"
Comedy, Crime, Drama            ",56,Buffalo Soldiers,6.8,98 min,21842,(2001)
"
Comedy, Romance            ",32,Someone Like You...,6.1,97 min,21737,(2001)
